user_name,user_password,game_title,game_genre,game_developer,game_type,session_level,session_playtime,session_is_completed,achievement_list,achievement_points
loripeterson,@7I)_pyC8R,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 48,2391,True,Achiev_2,327
brittanyli,B^0CvlY08A,Business-focused holistic project,RPG,Smith-Palmer,singleplayer,Level 3,1302,False,Achiev_74,26
kelseyspencer,T%Q7Zi!mR1,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 20,4346,True,Achiev_85,95
mward,(B7gJrGDg@,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 27,4298,False,Achiev_67,165
marthayoung,!z6MQ2Nq$s,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 6,1251,False,Achiev_92,420
kaylamiller,*sLT1+Iv#k,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 44,3557,False,Achiev_27,417
vhampton,L6OZtJqV$1,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 15,3303,True,Achiev_32,110
michaelbennett,68uyxgMa%+,Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 27,2810,True,Achiev_25,161
fclay,gK%g7LbF7g,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 49,51,False,Achiev_86,103
pcole,FkTca$2+_2,Down-sized intangible migration,Strategy,Jordan Inc,mmo,Level 51,2766,True,Achiev_70,268
robertkemp,H6Dd9z@L&7,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 16,4390,True,Achiev_67,290
george51,ED7TdW@aw(,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 9,119,True,Achiev_14,241
christinewilliams,0%5&(CJhx@,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 26,4167,True,Achiev_11,243
jasonwest,uub)$Tyw^4,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 58,2462,True,Achiev_9,363
hendersonjustin,(F4NLyfZ(),Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 11,2421,False,Achiev_3,101
markjohns,L2lF8GOo&h,Realigned empowering infrastructure,Shooter,Obrien-Jenkins,singleplayer,Level 4,4284,True,Achiev_71,53
jasonwest,uub)$Tyw^4,Business-focused holistic project,RPG,Smith-Palmer,singleplayer,Level 52,1084,True,Achiev_37,362
dennisjason,M)1z3AMz!m,Realigned empowering infrastructure,Shooter,Obrien-Jenkins,singleplayer,Level 1,1427,True,Achiev_68,43
smithjulie,)2HK5MhxS3,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 9,1855,True,Achiev_21,406
cmyers,Rwr6Nbcx@I,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 48,4237,True,Achiev_80,323
allensimmons,)e94YMFwB&,Public-key solution-oriented alliance,Simulation,Gomez PLC,mmo,Level 47,1832,False,Achiev_47,91
lovediamond,$8^DnX$q1C,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 36,2587,False,Achiev_25,246
pcole,FkTca$2+_2,Enterprise-wide discrete projection,Shooter,Norman-Durham,singleplayer,Level 27,1460,True,Achiev_19,403
bryancruz,yxK4wKTba+,Enterprise-wide discrete projection,Shooter,Norman-Durham,singleplayer,Level 23,1690,False,Achiev_19,21
qmcintosh,_1R0YX2N5a,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 39,4299,False,Achiev_21,373
landryjessica,))MUa39&1g,Versatile bandwidth-monitored service-desk,Strategy,Wood LLC,singleplayer,Level 8,1185,False,Achiev_55,20
rachelbarajas,)obPASpy*1,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 51,3695,False,Achiev_63,286
rogerfox,!K0wLQmcK#,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 4,891,True,Achiev_89,449
bryancruz,yxK4wKTba+,Switchable empowering model,Action,"Perez, Rosales and Johnson",mmo,Level 15,2241,True,Achiev_98,160
vhampton,L6OZtJqV$1,Profound coherent leverage,Strategy,Dennis and Sons,mmo,Level 12,3877,True,Achiev_50,397
reedrachel,&%M4pfIWE9,User-centric multi-tasking emulation,Strategy,Ryan-Mcmillan,mmo,Level 37,3180,False,Achiev_69,357
lovediamond,$8^DnX$q1C,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 53,2181,True,Achiev_45,343
christinewilliams,0%5&(CJhx@,Open-architected transitional Graphic Interface,Shooter,"Martin, Graves and Walter",mmo,Level 40,1773,False,Achiev_73,80
pwhite,95I8uUza#u,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 48,2966,False,Achiev_28,279
robertkemp,H6Dd9z@L&7,Integrated eco-centric adapter,Action,"Hopkins, Willis and Jordan",mmo,Level 16,215,False,Achiev_15,355
pweaver,L3o#Dh6Q@K,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 53,4535,False,Achiev_98,54
alfred30,7IpRMmfY*b,Advanced maximized workforce,Strategy,Bradford Ltd,singleplayer,Level 26,984,True,Achiev_89,477
jjones,_1WhHwmyN2,Devolved demand-driven contingency,Shooter,Smith Inc,mmo,Level 46,4916,True,Achiev_35,75
rogerfox,!K0wLQmcK#,Optional mobile system engine,RPG,Allen-Hill,mmo,Level 54,3265,True,Achiev_72,449
robertkemp,H6Dd9z@L&7,Down-sized intangible migration,Strategy,Jordan Inc,mmo,Level 42,2537,True,Achiev_8,166
clinton20,l8h0ULaZ&q,Synergized secondary model,Shooter,Melendez PLC,singleplayer,Level 10,586,True,Achiev_49,403
carteranthony,Iv8VZdukK%,Programmable impactful moratorium,RPG,Gould Ltd,singleplayer,Level 14,930,False,Achiev_66,224
landryjessica,))MUa39&1g,Mandatory zero administration initiative,Strategy,"Bradley, Nelson and Kennedy",singleplayer,Level 15,1043,False,Achiev_48,175
justinrogers,7SHwu@+1(4,User-centric fault-tolerant synergy,Shooter,Santos-Tyler,mmo,Level 23,1949,True,Achiev_97,168
markjohns,L2lF8GOo&h,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 22,2118,True,Achiev_25,141
brittanyli,B^0CvlY08A,Open-architected transitional Graphic Interface,Shooter,"Martin, Graves and Walter",mmo,Level 34,2090,True,Achiev_25,47
danielle67,rz4HlfR!!A,Business-focused holistic project,RPG,Smith-Palmer,singleplayer,Level 53,2504,True,Achiev_72,62
dennisjason,M)1z3AMz!m,Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 47,590,True,Achiev_80,94
taylordonna,*Ocy@KqG59,Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 15,4786,True,Achiev_37,349
marthayoung,!z6MQ2Nq$s,Advanced maximized workforce,Strategy,Bradford Ltd,singleplayer,Level 51,1309,False,Achiev_37,189
sanchezangela,$8)pUqza3L,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 14,1970,False,Achiev_24,33
kevinsimpson,u4weQ1e7$W,Versatile bandwidth-monitored service-desk,Strategy,Wood LLC,singleplayer,Level 4,4934,False,Achiev_51,436
iwatkins,$eWMveuJP7,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 2,2431,True,Achiev_63,199
chris09,tr1&AOed)M,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 11,3013,False,Achiev_24,114
timothyfisher,)x1HilFSS9,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 29,2601,True,Achiev_13,296
bowmanjeffrey,3i*2TqUz%b,Innovative intangible data-warehouse,Action,Jimenez-Walker,mmo,Level 1,1465,True,Achiev_20,493
landryjessica,))MUa39&1g,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 43,4120,False,Achiev_28,203
clinton20,l8h0ULaZ&q,User-centric fault-tolerant synergy,Shooter,Santos-Tyler,mmo,Level 14,655,True,Achiev_56,31
brendahall,HV)0gL)biM,Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 6,2680,False,Achiev_46,453
toddwhite,+21EcAleZc,Business-focused holistic project,RPG,Smith-Palmer,singleplayer,Level 21,2358,True,Achiev_81,384
shelby36,#btD%MM9S@,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 43,1164,True,Achiev_54,417
kristopher70,^7Hvrnr(2T,Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 25,1899,False,Achiev_94,490
justinrogers,7SHwu@+1(4,Mandatory zero administration initiative,Strategy,"Bradley, Nelson and Kennedy",singleplayer,Level 27,3622,False,Achiev_100,432
pcole,FkTca$2+_2,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 21,2921,False,Achiev_8,99
egarcia,^F7Kw^Ehh5,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 9,1653,False,Achiev_38,340
dennisjason,M)1z3AMz!m,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 53,357,False,Achiev_94,156
xthomas,uC4RnIPj3*,Public-key solution-oriented alliance,Simulation,Gomez PLC,mmo,Level 43,1440,True,Achiev_56,156
mullenjonathan,+JBjh)XM@1,Mandatory zero administration initiative,Strategy,"Bradley, Nelson and Kennedy",singleplayer,Level 55,4881,True,Achiev_20,108
christinewilliams,0%5&(CJhx@,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 45,1896,False,Achiev_31,380
kevinsimpson,u4weQ1e7$W,Advanced intangible customer loyalty,Strategy,Miller-Jordan,mmo,Level 56,3344,True,Achiev_75,160
justinrogers,7SHwu@+1(4,Advanced maximized workforce,Strategy,Bradford Ltd,singleplayer,Level 33,2227,False,Achiev_36,275
daniel20,)gglTM1b#8,Public-key solution-oriented alliance,Simulation,Gomez PLC,mmo,Level 14,629,True,Achiev_30,411
bowmanjeffrey,3i*2TqUz%b,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 19,1664,True,Achiev_98,111
vhampton,L6OZtJqV$1,Integrated high-level toolset,Shooter,"Carr, Hines and Harris",singleplayer,Level 7,2119,True,Achiev_71,129
justinrogers,7SHwu@+1(4,Implemented 3rdgeneration groupware,RPG,"Hensley, Nicholson and Larson",mmo,Level 16,651,True,Achiev_31,98
carteranthony,Iv8VZdukK%,Business-focused holistic project,RPG,Smith-Palmer,singleplayer,Level 51,2974,False,Achiev_48,365
heather25,M@94LR6u3#,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 38,3198,False,Achiev_92,24
kristopher70,^7Hvrnr(2T,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 56,587,True,Achiev_11,277
jjones,_1WhHwmyN2,Optional mobile system engine,RPG,Allen-Hill,mmo,Level 60,192,True,Achiev_89,158
jasonwest,uub)$Tyw^4,Mandatory zero administration initiative,Strategy,"Bradley, Nelson and Kennedy",singleplayer,Level 33,1610,False,Achiev_7,495
lovediamond,$8^DnX$q1C,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 32,4451,True,Achiev_77,429
markjohns,L2lF8GOo&h,Decentralized dynamic array,Simulation,Rodriguez and Sons,mmo,Level 37,2347,True,Achiev_20,203
allensimmons,)e94YMFwB&,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 28,3552,True,Achiev_51,68
stephanie99,lNQ8F*txM@,Implemented 3rdgeneration groupware,RPG,"Hensley, Nicholson and Larson",mmo,Level 52,427,True,Achiev_92,485
arthurcollier,^b17iOkIKg,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 38,4562,False,Achiev_3,433
smithjulie,)2HK5MhxS3,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 33,1536,True,Achiev_93,15
wjones,8sW8xOpw%7,User-centric fault-tolerant synergy,Shooter,Santos-Tyler,mmo,Level 6,3052,True,Achiev_63,474
lsanchez,kH5YexUp)_,Integrated contextually-based groupware,Shooter,"Lawson, Johnson and Martinez",singleplayer,Level 1,3575,False,Achiev_2,70
michaelnelson,!o8El8aMNT,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 23,405,True,Achiev_84,491
bryancruz,yxK4wKTba+,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 6,4446,True,Achiev_45,129
christinewilliams,0%5&(CJhx@,User-centric fault-tolerant synergy,Shooter,Santos-Tyler,mmo,Level 59,3711,False,Achiev_29,267
lindsayhayes,6$&37Eek1(,Programmable dedicated data-warehouse,Action,"Gregory, Rogers and Smith",mmo,Level 10,2140,False,Achiev_85,352
brandiflynn,^5#KJ1enW3,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 45,1799,False,Achiev_78,139
bowmanjeffrey,3i*2TqUz%b,Switchable multi-tasking forecast,Action,"Willis, Weeks and Flores",singleplayer,Level 24,4415,False,Achiev_74,69
diane33,n5u%eRQ$+T,Advanced intangible customer loyalty,Strategy,Miller-Jordan,mmo,Level 14,534,False,Achiev_1,321
vhampton,L6OZtJqV$1,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 31,4025,True,Achiev_84,234
dennisjason,M)1z3AMz!m,Open-architected transitional Graphic Interface,Shooter,"Martin, Graves and Walter",mmo,Level 18,3894,True,Achiev_20,51
stephanie99,lNQ8F*txM@,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 49,381,True,Achiev_16,95
blackkirsten,186ZSzsf)!,Decentralized dynamic array,Simulation,Rodriguez and Sons,mmo,Level 17,3377,True,Achiev_70,345
palmeranthony,6m!A9Q@p&S,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 46,2107,True,Achiev_52,426
landryjessica,))MUa39&1g,Open-architected 24hour array,Simulation,"Weber, Beltran and Smith",singleplayer,Level 39,3330,False,Achiev_57,197
edwardskatherine,@d8GiMFzNJ,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 55,4039,False,Achiev_14,46
michaelbennett,68uyxgMa%+,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 35,961,False,Achiev_67,401
xthomas,uC4RnIPj3*,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 41,2659,True,Achiev_11,129
jreed,)HR7MHwgRC,Persevering disintermediate moderator,Action,"Mack, Martinez and Ferrell",singleplayer,Level 34,507,True,Achiev_93,169
hendersonjustin,(F4NLyfZ(),Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 12,4464,False,Achiev_70,199
jesuspeters,$6EB$!+H9g,Total intangible software,Shooter,Fuller LLC,singleplayer,Level 7,3509,False,Achiev_37,497
kelseyspencer,T%Q7Zi!mR1,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 2,560,True,Achiev_80,440
george51,ED7TdW@aw(,Decentralized dynamic array,Simulation,Rodriguez and Sons,mmo,Level 39,3668,False,Achiev_97,243
alyssa80,N+8&rwV!eo,Open-architected 24hour array,Simulation,"Weber, Beltran and Smith",singleplayer,Level 28,2766,False,Achiev_61,207
wjones,8sW8xOpw%7,Devolved demand-driven contingency,Shooter,Smith Inc,mmo,Level 15,2834,True,Achiev_76,95
garybecker,KS9Pem#^+N,Mandatory zero administration initiative,Strategy,"Bradley, Nelson and Kennedy",singleplayer,Level 27,2833,True,Achiev_11,370
stephanie99,lNQ8F*txM@,Optional incremental adapter,Strategy,"Rose, Martin and Chavez",mmo,Level 45,247,True,Achiev_89,441
markjohns,L2lF8GOo&h,Programmable impactful moratorium,RPG,Gould Ltd,singleplayer,Level 20,1166,True,Achiev_93,301
michaelnelson,!o8El8aMNT,Focused 6thgeneration projection,Action,Malone Ltd,singleplayer,Level 26,2940,False,Achiev_74,95
anne80,o8RmOacq&u,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 22,4871,True,Achiev_37,73
edwardsjason,9vOg9Aefl),Programmable dedicated data-warehouse,Action,"Gregory, Rogers and Smith",mmo,Level 43,4535,False,Achiev_100,468
edwardsjason,9vOg9Aefl),Public-key solution-oriented alliance,Simulation,Gomez PLC,mmo,Level 12,4671,False,Achiev_55,30
davidrodriguez,FU_sO99o9#,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 23,92,True,Achiev_74,134
marthayoung,!z6MQ2Nq$s,Mandatory 6thgeneration neural-net,Action,Willis PLC,mmo,Level 57,1361,False,Achiev_81,315
jorgemanning,7E#SlyW5%+,Enterprise-wide discrete projection,Shooter,Norman-Durham,singleplayer,Level 35,4520,True,Achiev_64,174
brooke54,5ucFWrQ4_6,Programmable dedicated data-warehouse,Action,"Gregory, Rogers and Smith",mmo,Level 51,2122,True,Achiev_2,458
davidrodriguez,FU_sO99o9#,Devolved demand-driven contingency,Shooter,Smith Inc,mmo,Level 29,2731,False,Achiev_52,41
michael92,f$m#0RGf6L,Fully-configurable object-oriented capability,Simulation,Pope Ltd,mmo,Level 23,3225,True,Achiev_33,342
alfred30,7IpRMmfY*b,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 46,3888,False,Achiev_63,229
iwatkins,$eWMveuJP7,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 23,4336,True,Achiev_40,352
vhampton,L6OZtJqV$1,Streamlined fresh-thinking website,Strategy,"Cook, Perry and Ware",singleplayer,Level 14,349,False,Achiev_14,19
clinton20,l8h0ULaZ&q,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 22,2039,False,Achiev_39,300
nsmith,O8z1YAZ7+t,Enterprise-wide discrete projection,Shooter,Norman-Durham,singleplayer,Level 41,4227,True,Achiev_8,82
christinewilliams,0%5&(CJhx@,Open-architected 24hour array,Simulation,"Weber, Beltran and Smith",singleplayer,Level 57,2614,False,Achiev_54,52
torressusan,!$7Qw3Ujc3,Secured homogeneous knowledgebase,Action,"Preston, Thornton and Morgan",singleplayer,Level 40,1769,False,Achiev_24,329
jjones,_1WhHwmyN2,Profound coherent leverage,Strategy,Dennis and Sons,mmo,Level 30,215,False,Achiev_27,423
bryancruz,yxK4wKTba+,Versatile bandwidth-monitored service-desk,Strategy,Wood LLC,singleplayer,Level 2,4216,True,Achiev_58,375
nsmith,O8z1YAZ7+t,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 13,1541,True,Achiev_88,44
michaelnelson,!o8El8aMNT,Expanded dedicated orchestration,Strategy,Stewart-Barrera,mmo,Level 40,4574,False,Achiev_85,369
brooke54,5ucFWrQ4_6,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 1,3105,False,Achiev_96,211
christensenmatthew,*aQpzGS33y,Devolved demand-driven contingency,Shooter,Smith Inc,mmo,Level 28,3286,False,Achiev_87,199
daniel20,)gglTM1b#8,Optional mobile system engine,RPG,Allen-Hill,mmo,Level 17,1138,True,Achiev_58,418
kimmills,M&1EUW8eNP,Focused methodical system engine,Strategy,Davis-Watson,singleplayer,Level 34,1044,True,Achiev_89,21
jasonwest,uub)$Tyw^4,Switchable empowering model,Action,"Perez, Rosales and Johnson",mmo,Level 7,910,True,Achiev_68,108
chelsea79,B665mJuzr$,User-centric fault-tolerant synergy,Shooter,Santos-Tyler,mmo,Level 48,3796,True,Achiev_31,318
kelseyspencer,T%Q7Zi!mR1,Integrated eco-centric adapter,Action,"Hopkins, Willis and Jordan",mmo,Level 30,1102,True,Achiev_21,484
michaelnelson,!o8El8aMNT,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 53,2779,True,Achiev_19,46
jesuspeters,$6EB$!+H9g,Optional incremental adapter,Strategy,"Rose, Martin and Chavez",mmo,Level 48,3699,False,Achiev_56,61
egarcia,^F7Kw^Ehh5,Public-key solution-oriented alliance,Simulation,Gomez PLC,mmo,Level 50,1302,True,Achiev_5,405
avilajesus,6sBoAJxQ(m,Vision-oriented background contingency,RPG,Rivas-Cummings,singleplayer,Level 59,4862,True,Achiev_57,43
kevinsimpson,u4weQ1e7$W,Mandatory zero administration initiative,Strategy,"Bradley, Nelson and Kennedy",singleplayer,Level 5,3147,True,Achiev_32,480
rogerfox,!K0wLQmcK#,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 2,2023,True,Achiev_13,160
rachelbarajas,)obPASpy*1,Open-architected 24hour array,Simulation,"Weber, Beltran and Smith",singleplayer,Level 4,2781,False,Achiev_57,235
kevinsimpson,u4weQ1e7$W,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 54,3702,True,Achiev_83,456
kimmills,M&1EUW8eNP,Profit-focused bottom-line moratorium,Shooter,Martin Group,mmo,Level 35,3272,False,Achiev_56,464
anne80,o8RmOacq&u,Implemented 3rdgeneration groupware,RPG,"Hensley, Nicholson and Larson",mmo,Level 23,365,True,Achiev_39,450
brendahall,HV)0gL)biM,Open-architected transitional Graphic Interface,Shooter,"Martin, Graves and Walter",mmo,Level 20,687,False,Achiev_70,11
robertkemp,H6Dd9z@L&7,Versatile bandwidth-monitored service-desk,Strategy,Wood LLC,singleplayer,Level 49,4211,False,Achiev_50,489
william95,$6Dd5oR)aw,Advanced intangible customer loyalty,Strategy,Miller-Jordan,mmo,Level 30,509,False,Achiev_85,129
kristopher70,^7Hvrnr(2T,Managed heuristic hub,Action,"Davis, Mora and Pearson",mmo,Level 28,4568,True,Achiev_95,338
jesuspeters,$6EB$!+H9g,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 35,3656,True,Achiev_70,199
pwhite,95I8uUza#u,Realigned empowering infrastructure,Shooter,Obrien-Jenkins,singleplayer,Level 32,684,False,Achiev_87,283
cmyers,Rwr6Nbcx@I,Programmable dedicated data-warehouse,Action,"Gregory, Rogers and Smith",mmo,Level 18,2270,False,Achiev_56,241
loripeterson,@7I)_pyC8R,Decentralized dynamic array,Simulation,Rodriguez and Sons,mmo,Level 32,3486,False,Achiev_58,478
edwardsjason,9vOg9Aefl),Intuitive incremental intranet,Shooter,Mcintyre LLC,singleplayer,Level 33,2190,True,Achiev_59,380
qbuck,%ZFBfFst$3,Synergized secondary model,Shooter,Melendez PLC,singleplayer,Level 3,4915,True,Achiev_94,224
kimmills,M&1EUW8eNP,Synchronized hybrid archive,Action,"Cobb, Waters and Tate",mmo,Level 7,2985,True,Achiev_43,498
tracymiranda,^6qeG2mGmK,Reduced maximized synergy,Strategy,"Phillips, Miller and Olsen",mmo,Level 38,431,False,Achiev_90,237
toddwhite,+21EcAleZc,Decentralized dynamic array,Simulation,Rodriguez and Sons,mmo,Level 37,2851,False,Achiev_30,236
tracymiranda,^6qeG2mGmK,Up-sized systematic application,RPG,Lutz PLC,mmo,Level 15,4617,True,Achiev_27,166
torressusan,!$7Qw3Ujc3,Cloned analyzing challenge,Action,"Harris, Oneal and Chapman",singleplayer,Level 41,4849,True,Achiev_64,214
brandi76,r6^2C@iiqC,Proactive 5thgeneration frame,Shooter,Obrien and Sons,mmo,Level 19,764,False,Achiev_2,306
palmeranthony,6m!A9Q@p&S,Profound coherent leverage,Strategy,Dennis and Sons,mmo,Level 24,3180,False,Achiev_33,308
sanchezangela,$8)pUqza3L,Proactive 5thgeneration frame,Shooter,Obrien and Sons,mmo,Level 39,4233,False,Achiev_12,114
kristopher70,^7Hvrnr(2T,Optional mobile system engine,RPG,Allen-Hill,mmo,Level 25,1216,True,Achiev_12,88
landryjessica,))MUa39&1g,Intuitive national policy,Action,"Arnold, Martin and Wilson",singleplayer,Level 25,3834,False,Achiev_31,257
shelby36,#btD%MM9S@,Mandatory zero administration initiative,Strategy,"Bradley, Nelson and Kennedy",singleplayer,Level 26,791,False,Achiev_29,486
anne80,o8RmOacq&u,Advanced maximized workforce,Strategy,Bradford Ltd,singleplayer,Level 24,1079,False,Achiev_36,289
wjones,8sW8xOpw%7,Synergized secondary model,Shooter,Melendez PLC,singleplayer,Level 14,542,False,Achiev_61,468
justinrogers,7SHwu@+1(4,Profit-focused dedicated capability,Shooter,Johnson-Perry,singleplayer,Level 29,939,True,Achiev_16,490
